question_id,model_name,avg_score,question
1137,medgemma,0.797,HISTOLOGIC GRADE
1138,medgemma,0.827,PROCEDURE
1139,medgemma,0.697,SPECIMEN LATERALITY
1140,medgemma,0.811,TUMOR FOCALITY
1141,medgemma,0.797,HISTOLOGIC GRADE
1142,medgemma,0.827,PROCEDURE
1143,medgemma,0.805,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1144,medgemma,0.89,TUMOR SITE
1145,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1146,medgemma,0.745,NODAL SITE(S) EXAMINED
1147,medgemma,0.811,TUMOR FOCALITY
1148,medgemma,0.698,SPECIMEN LATERALITY
1149,medgemma,0.739,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1150,medgemma,0.707,ADDITIONAL FINDINGS
1151,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1152,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1153,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1154,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1155,medgemma,0.78,VISCERAL PLEURA INVASION
1156,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1157,medgemma,0.75,HISTOLOGIC GRADE
1158,medgemma,0.71,NODAL SITE(S) EXAMINED
1159,medgemma,0.761,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1160,medgemma,0.898,PROCEDURE
1161,medgemma,0.704,NUMBER OF LYMPH NODES EXAMINED
1162,medgemma,0.782,ADDITIONAL FINDINGS
1163,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1164,medgemma,0.885,TUMOR SITE
1165,medgemma,0.71,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1166,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1167,medgemma,0.675,VISCERAL PLEURA INVASION
1168,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1169,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
1170,medgemma,0.712,TUMOR FOCALITY
1171,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1172,medgemma,0.697,SPECIMEN LATERALITY
1173,medgemma,0.726,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1174,medgemma,0.711,LYMPH NODE(S) FROM PRIOR PROCEDURES
1175,medgemma,0.715,NUMBER OF LYMPH NODES WITH TUMOR
1176,medgemma,0.892,HISTOLOGIC GRADE
1177,medgemma,0.669,NODAL SITE(S) WITH TUMOR
1178,medgemma,0.698,MARGIN STATUS FOR INVASIVE CARCINOMA
1179,medgemma,0.73,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1180,medgemma,0.697,SPECIMEN LATERALITY
1181,medgemma,0.705,MARGIN STATUS FOR NON-INVASIVE TUMOR
1182,medgemma,0.708,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1183,medgemma,0.697,TUMOR SITE
1184,medgemma,0.78,SPREAD THROUGH AIR SPACES (STAS)
1185,medgemma,0.638,NODAL SITE(S) EXAMINED
1186,medgemma,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1187,medgemma,0.811,TUMOR FOCALITY
1188,medgemma,0.788,PROCEDURE
1189,medgemma,0.686,LYMPHOVASCULAR INVASION
1190,medgemma,0.676,REGIONAL LYMPH NODE STATUS
1191,medgemma,0.707,NUMBER OF LYMPH NODES EXAMINED
1192,medgemma,0.666,NODAL SITE(S) EXAMINED
1193,medgemma,0.865,TUMOR SITE
1194,medgemma,0.803,NUMBER OF LYMPH NODES EXAMINED
1195,medgemma,0.732,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1196,medgemma,0.892,HISTOLOGIC GRADE
1197,medgemma,0.745,LYMPHOVASCULAR INVASION
1198,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1199,medgemma,0.78,VISCERAL PLEURA INVASION
1200,medgemma,0.736,ADDITIONAL FINDINGS
1201,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1202,medgemma,0.698,SPECIMEN LATERALITY
1203,medgemma,0.811,TUMOR FOCALITY
1204,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1205,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1206,medgemma,0.729,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1207,medgemma,0.813,PROCEDURE
1208,medgemma,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1209,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1210,medgemma,0.904,HISTOLOGIC GRADE
1211,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1212,medgemma,0.813,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1213,medgemma,0.697,SPECIMEN LATERALITY
1214,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1215,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1216,medgemma,0.89,TUMOR SITE
1217,medgemma,0.778,VISCERAL PLEURA INVASION
1218,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
1219,medgemma,0.716,ADDITIONAL FINDINGS
1220,medgemma,0.827,PROCEDURE
1221,medgemma,0.811,TUMOR FOCALITY
1222,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1223,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1224,medgemma,0.785,NODAL SITE(S) EXAMINED
1225,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1226,medgemma,0.735,ADDITIONAL FINDINGS
1227,medgemma,0.778,HISTOLOGIC GRADE
1228,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1229,medgemma,0.774,MARGIN STATUS FOR INVASIVE CARCINOMA
1230,medgemma,0.678,NODAL SITE(S) EXAMINED
1231,medgemma,0.717,NUMBER OF LYMPH NODES EXAMINED
1232,medgemma,0.718,VISCERAL PLEURA INVASION
1233,medgemma,0.89,TUMOR SITE
1234,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1235,medgemma,0.712,TUMOR FOCALITY
1236,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1237,medgemma,0.698,SPECIMEN LATERALITY
1238,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1239,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1240,medgemma,0.872,PROCEDURE
1241,medgemma,0.699,ADDITIONAL FINDINGS
1242,medgemma,0.703,NUMBER OF LYMPH NODES EXAMINED
1243,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1244,medgemma,0.697,SPECIMEN LATERALITY
1245,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1246,medgemma,0.827,PROCEDURE
1247,medgemma,0.792,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1248,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1249,medgemma,0.778,VISCERAL PLEURA INVASION
1250,medgemma,0.904,HISTOLOGIC GRADE
1251,medgemma,0.838,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1252,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1253,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1254,medgemma,0.89,TUMOR SITE
1255,medgemma,0.748,NODAL SITE(S) EXAMINED
1256,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1257,medgemma,0.811,TUMOR FOCALITY
1258,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1259,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1260,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1261,medgemma,0.904,HISTOLOGIC GRADE
1262,medgemma,0.844,ADDITIONAL FINDINGS
1263,medgemma,0.701,SPREAD THROUGH AIR SPACES (STAS)
1264,medgemma,0.746,NODAL SITE(S) EXAMINED
1265,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1266,medgemma,0.801,PROCEDURE
1267,medgemma,0.803,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1268,medgemma,0.697,SPECIMEN LATERALITY
1269,medgemma,0.865,TUMOR SITE
1270,medgemma,0.778,VISCERAL PLEURA INVASION
1271,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1272,medgemma,0.734,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1273,medgemma,0.712,TUMOR FOCALITY
1274,medgemma,0.705,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1275,medgemma,0.651,TNM DESCRIPTORS
1276,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1277,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1278,medgemma,0.727,NODAL SITE(S) EXAMINED
1279,medgemma,0.712,TUMOR FOCALITY
1280,medgemma,0.827,PROCEDURE
1281,medgemma,0.89,TUMOR SITE
1282,medgemma,0.693,MARGIN STATUS FOR INVASIVE CARCINOMA
1283,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1284,medgemma,0.904,HISTOLOGIC GRADE
1285,medgemma,0.778,VISCERAL PLEURA INVASION
1286,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
1287,medgemma,0.697,SPECIMEN LATERALITY
1288,medgemma,0.7,SPREAD THROUGH AIR SPACES (STAS)
1289,medgemma,0.705,NODAL SITE(S) EXAMINED
1290,medgemma,0.778,VISCERAL PLEURA INVASION
1291,medgemma,0.797,HISTOLOGIC GRADE
1292,medgemma,0.692,NUMBER OF LYMPH NODES EXAMINED
1293,medgemma,0.823,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1294,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1295,medgemma,0.78,REGIONAL LYMPH NODE STATUS
1296,medgemma,0.849,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1297,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
1298,medgemma,0.906,MARGIN STATUS FOR INVASIVE CARCINOMA
1299,medgemma,0.713,NUMBER OF LYMPH NODES WITH TUMOR
1300,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1301,medgemma,0.811,TUMOR FOCALITY
1302,medgemma,0.813,PROCEDURE
1303,medgemma,0.697,SPECIMEN LATERALITY
1304,medgemma,0.89,TUMOR SITE
1305,medgemma,0.761,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1306,medgemma,0.739,NODAL SITE(S) EXAMINED
1307,medgemma,0.865,TUMOR SITE
1308,medgemma,0.716,ADDITIONAL FINDINGS
1309,medgemma,0.708,TUMOR FOCALITY
1310,medgemma,0.827,PROCEDURE
1311,medgemma,0.703,SPREAD THROUGH AIR SPACES (STAS)
1312,medgemma,0.778,VISCERAL PLEURA INVASION
1313,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1314,medgemma,0.82,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1315,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1316,medgemma,0.804,HISTOLOGIC GRADE
1317,medgemma,0.821,MARGIN STATUS FOR INVASIVE CARCINOMA
1318,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1319,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
1320,medgemma,0.698,SPECIMEN LATERALITY
1321,medgemma,0.78,VISCERAL PLEURA INVASION
1322,medgemma,0.89,TUMOR SITE
1323,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1324,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1325,medgemma,0.827,PROCEDURE
1326,medgemma,0.697,SPECIMEN LATERALITY
1327,medgemma,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1328,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1329,medgemma,0.756,HISTOLOGIC GRADE
1330,medgemma,0.811,TUMOR FOCALITY
1331,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1332,medgemma,0.715,NODAL SITE(S) EXAMINED
1333,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1334,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1335,medgemma,0.825,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1336,medgemma,0.716,ADDITIONAL FINDINGS
1337,medgemma,0.734,NODAL SITE(S) EXAMINED
1338,medgemma,0.755,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1339,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1340,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1341,medgemma,0.78,VISCERAL PLEURA INVASION
1342,medgemma,0.706,NUMBER OF LYMPH NODES EXAMINED
1343,medgemma,0.827,PROCEDURE
1344,medgemma,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1345,medgemma,0.89,TUMOR SITE
1346,medgemma,0.697,SPECIMEN LATERALITY
1347,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1348,medgemma,0.904,HISTOLOGIC GRADE
1349,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1350,medgemma,0.811,TUMOR FOCALITY
1351,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1352,medgemma,0.734,TNM DESCRIPTORS
1353,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1354,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1355,medgemma,0.774,MARGIN STATUS FOR INVASIVE CARCINOMA
1356,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1357,medgemma,0.692,NODAL SITE(S) EXAMINED
1358,medgemma,0.887,PROCEDURE
1359,medgemma,0.702,NUMBER OF LYMPH NODES EXAMINED
1360,medgemma,0.747,TUMOR FOCALITY
1361,medgemma,0.78,VISCERAL PLEURA INVASION
1362,medgemma,0.697,SPECIMEN LATERALITY
1363,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1364,medgemma,0.712,TUMOR SITE
1365,medgemma,0.797,HISTOLOGIC GRADE
1366,medgemma,0.837,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1367,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1368,medgemma,0.722,NODAL SITE(S) EXAMINED
1369,medgemma,0.692,TUMOR FOCALITY
1370,medgemma,0.712,NUMBER OF LYMPH NODES EXAMINED
1371,medgemma,0.91,TUMOR SITE
1372,medgemma,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1373,medgemma,0.778,VISCERAL PLEURA INVASION
1374,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1375,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1376,medgemma,0.765,PROCEDURE
1377,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1378,medgemma,0.697,SPECIMEN LATERALITY
1379,medgemma,0.697,SPECIMEN LATERALITY
1380,medgemma,0.681,TUMOR SITE
1381,medgemma,0.694,TNM DESCRIPTORS
1382,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1383,medgemma,0.827,PROCEDURE
1384,medgemma,0.766,LYMPHOVASCULAR INVASION
1385,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
1386,medgemma,0.71,TUMOR FOCALITY
1387,medgemma,0.778,VISCERAL PLEURA INVASION
1388,medgemma,0.774,MARGIN STATUS FOR INVASIVE CARCINOMA
1389,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
1390,medgemma,0.778,HISTOLOGIC GRADE
1391,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1392,medgemma,0.78,REGIONAL LYMPH NODE STATUS
1393,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
1394,medgemma,0.657,NODAL SITE(S) EXAMINED
1395,medgemma,0.699,NUMBER OF LYMPH NODES WITH TUMOR
1396,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1397,medgemma,0.831,PROCEDURE
1398,medgemma,0.703,NUMBER OF LYMPH NODES EXAMINED
1399,medgemma,0.825,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1400,medgemma,0.811,TUMOR FOCALITY
1401,medgemma,0.716,ADDITIONAL FINDINGS
1402,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1403,medgemma,0.711,NODAL SITE(S) WITH TUMOR
1404,medgemma,0.754,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1405,medgemma,0.778,VISCERAL PLEURA INVASION
1406,medgemma,0.698,SPECIMEN LATERALITY
1407,medgemma,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1408,medgemma,0.89,TUMOR SITE
1409,medgemma,0.793,PROCEDURE
1410,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1411,medgemma,0.887,TUMOR SITE
1412,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1413,medgemma,0.737,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1414,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1415,medgemma,0.693,NUMBER OF LYMPH NODES EXAMINED
1416,medgemma,0.716,ADDITIONAL FINDINGS
1417,medgemma,0.809,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1418,medgemma,0.892,HISTOLOGIC GRADE
1419,medgemma,0.723,NODAL SITE(S) EXAMINED
1420,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1421,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
1422,medgemma,0.697,SPECIMEN LATERALITY
1423,medgemma,0.778,VISCERAL PLEURA INVASION
1424,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1425,medgemma,0.811,TUMOR FOCALITY
1426,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1427,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1428,medgemma,0.739,NODAL SITE(S) EXAMINED
1429,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1430,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1431,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1432,medgemma,0.644,TNM DESCRIPTORS
1433,medgemma,0.794,ADDITIONAL FINDINGS
1434,medgemma,0.829,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1435,medgemma,0.831,PROCEDURE
1436,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1437,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1438,medgemma,0.904,HISTOLOGIC GRADE
1439,medgemma,0.697,SPECIMEN LATERALITY
1440,medgemma,0.89,TUMOR SITE
1441,medgemma,0.778,VISCERAL PLEURA INVASION
1442,medgemma,0.705,TUMOR FOCALITY
1443,medgemma,0.78,REGIONAL LYMPH NODE STATUS
1444,medgemma,0.738,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1445,medgemma,0.78,VISCERAL PLEURA INVASION
1446,medgemma,0.938,ADDITIONAL FINDINGS
1447,medgemma,0.698,SPECIMEN LATERALITY
1448,medgemma,0.745,LYMPHOVASCULAR INVASION
1449,medgemma,0.879,MARGIN STATUS FOR INVASIVE CARCINOMA
1450,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1451,medgemma,0.699,NODAL SITE(S) WITH TUMOR
1452,medgemma,0.831,PROCEDURE
1453,medgemma,0.685,TUMOR SITE
1454,medgemma,0.699,NODAL SITE(S) EXAMINED
1455,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1456,medgemma,0.729,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1457,medgemma,0.692,SPREAD THROUGH AIR SPACES (STAS)
1458,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1459,medgemma,0.729,NUMBER OF LYMPH NODES EXAMINED
1460,medgemma,0.713,NUMBER OF LYMPH NODES WITH TUMOR
1461,medgemma,0.811,TUMOR FOCALITY
1462,medgemma,0.865,TUMOR SITE
1463,medgemma,0.724,NODAL SITE(S) EXAMINED
1464,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1465,medgemma,0.755,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1466,medgemma,0.733,HISTOLOGIC GRADE
1467,medgemma,0.802,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1468,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1469,medgemma,0.698,SPECIMEN LATERALITY
1470,medgemma,0.811,TUMOR FOCALITY
1471,medgemma,0.78,VISCERAL PLEURA INVASION
1472,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1473,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1474,medgemma,0.672,ADDITIONAL FINDINGS
1475,medgemma,0.788,PROCEDURE
1476,medgemma,0.826,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1477,medgemma,0.731,LYMPHOVASCULAR INVASION
1478,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1479,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1480,medgemma,0.811,TUMOR FOCALITY
1481,medgemma,0.795,ADDITIONAL FINDINGS
1482,medgemma,0.778,VISCERAL PLEURA INVASION
1483,medgemma,0.841,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1484,medgemma,0.806,PROCEDURE
1485,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1486,medgemma,0.697,SPECIMEN LATERALITY
1487,medgemma,0.792,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1488,medgemma,0.755,TUMOR SITE
1489,medgemma,0.687,NODAL SITE(S) EXAMINED
1490,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1491,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1492,medgemma,0.699,NUMBER OF LYMPH NODES EXAMINED
1493,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1494,medgemma,0.745,LYMPHOVASCULAR INVASION
1495,medgemma,0.879,MARGIN STATUS FOR INVASIVE CARCINOMA
1496,medgemma,0.707,NUMBER OF LYMPH NODES WITH TUMOR
1497,medgemma,0.78,REGIONAL LYMPH NODE STATUS
1498,medgemma,0.692,HISTOLOGIC GRADE
1499,medgemma,0.682,NODAL SITE(S) WITH TUMOR
1500,medgemma,0.896,ADDITIONAL FINDINGS
1501,medgemma,0.687,NODAL SITE(S) EXAMINED
1502,medgemma,0.778,VISCERAL PLEURA INVASION
1503,medgemma,0.697,SPECIMEN LATERALITY
1504,medgemma,0.768,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1505,medgemma,0.721,SPREAD THROUGH AIR SPACES (STAS)
1506,medgemma,0.808,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1507,medgemma,0.898,PROCEDURE
1508,medgemma,0.749,TUMOR SITE
1509,medgemma,0.688,TUMOR FOCALITY
1510,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1511,medgemma,0.713,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1512,medgemma,0.669,TNM DESCRIPTORS
1513,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1514,medgemma,0.818,HISTOLOGIC GRADE
1515,medgemma,0.723,NODAL SITE(S) EXAMINED
1516,medgemma,0.811,TUMOR FOCALITY
1517,medgemma,0.767,LYMPHOVASCULAR INVASION
1518,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1519,medgemma,0.778,VISCERAL PLEURA INVASION
1520,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1521,medgemma,0.827,PROCEDURE
1522,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1523,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1524,medgemma,0.697,SPECIMEN LATERALITY
1525,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1526,medgemma,0.89,TUMOR SITE
1527,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1528,medgemma,0.735,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1529,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1530,medgemma,0.697,SPECIMEN LATERALITY
1531,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1532,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1533,medgemma,0.825,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1534,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1535,medgemma,0.938,ADDITIONAL FINDINGS
1536,medgemma,0.718,NODAL SITE(S) EXAMINED
1537,medgemma,0.811,TUMOR FOCALITY
1538,medgemma,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1539,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1540,medgemma,0.78,VISCERAL PLEURA INVASION
1541,medgemma,0.904,HISTOLOGIC GRADE
1542,medgemma,0.796,PROCEDURE
1543,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1544,medgemma,0.824,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1545,medgemma,0.89,TUMOR SITE
1546,medgemma,0.69,SPREAD THROUGH AIR SPACES (STAS)
1547,medgemma,0.692,TUMOR FOCALITY
1548,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
1549,medgemma,0.696,TNM DESCRIPTORS
1550,medgemma,0.705,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1551,medgemma,0.89,TUMOR SITE
1552,medgemma,0.696,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
1553,medgemma,0.938,ADDITIONAL FINDINGS
1554,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
1555,medgemma,0.693,NUMBER OF LYMPH NODES EXAMINED
1556,medgemma,0.778,VISCERAL PLEURA INVASION
1557,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
1558,medgemma,0.815,REGIONAL LYMPH NODE STATUS
1559,medgemma,0.703,HISTOLOGIC GRADE
1560,medgemma,0.72,NODAL SITE(S) EXAMINED
1561,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
1562,medgemma,0.697,SPECIMEN LATERALITY
1563,medgemma,0.731,PROCEDURE
1564,medgemma,0.798,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
1565,medgemma,0.689,NODAL SITE(S) EXAMINED
1566,medgemma,0.716,REGIONAL LYMPH NODE STATUS
1567,medgemma,0.698,SPECIMEN LATERALITY
1568,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
1569,medgemma,0.811,TUMOR FOCALITY
1570,medgemma,0.778,HISTOLOGIC GRADE
1571,medgemma,0.801,PROCEDURE
